MSOA21CD,%_Houses,%_Flats,%_Other
E02000002,58.386987461877325,37.241613012538124,1.626567265333785
E02000003,64.55850158112382,24.276331792751154,6.738019946485039
E02000004,83.04020100502512,11.264656616415412,2.386934673366834
E02000005,82.6479172194216,9.763863093658795,3.847174316794906
E02000007,57.203055043455365,37.819331050829604,1.8172241243086646
E02000008,81.56354515050167,11.580267558528428,3.511705685618729
E02000009,65.70181484034,27.659085688031244,4.364805881001608
E02000010,84.13813286508633,10.477026631548142,2.7216856892010535
E02000011,69.77867203219316,21.046277665995976,3.86317907444668
E02000012,74.24817518248176,20.145985401459853,1.6350364963503652
E02000013,84.31490384615384,10.006009615384617,3.395432692307692
E02000014,84.8434004474273,6.599552572706935,3.2997762863534676
E02000015,44.07670893906588,46.73677698731828,3.0003093102381686
E02000016,15.883226125680356,74.27016328550222,4.106877783275606
E02000017,69.45678168773487,18.038947728049198,6.969593440382645
E02000018,75.66676655678754,18.609529517530714,2.607132154629907
E02000019,85.95066185318892,9.566787003610107,0.9326113116726835
E02000020,57.78966865610208,35.645194484461825,2.737188721959251
E02000021,75.12038523274478,14.060995184590691,4.847512038523274
E02000022,10.337768679631525,83.52098259979529,1.5353121801432956
E02000023,45.62656194216351,47.697250981792216,1.7493752231345947
E02006799,81.14856429463171,11.210986267166042,4.719101123595506
E02000024,63.73460125351199,22.822563215906637,10.179381888912904
E02000025,47.30878186968839,40.252382178727785,8.859129539016225
E02000026,73.37989910748934,18.471090415211485,5.626697710516105
E02000027,67.19745222929936,26.910828025477706,3.715498938428875
E02000028,51.52712899748473,36.722960833632776,8.480057491915199
E02000029,53.71052631578947,32.60526315789474,11.236842105263158
E02000030,81.25851266684828,9.425224734404795,5.202941977662762
E02000031,56.15428247305729,32.64322178105502,5.558706749858197
E02000032,92.0442383160899,3.9600428112736354,1.890831252229754
E02000033,67.48672071568353,25.328487559407325,4.86441151803187
E02000034,48.16403109086036,37.5234521575985,10.426159206647013
E02000035,39.865951742627345,45.33512064343164,9.410187667560322
E02000036,64.99631540162122,26.848440186686318,5.06018177352002
E02000037,65.54973821989529,29.84293193717277,1.9109947643979057
E02000038,50.323043790380474,27.494615936826992,17.946877243359655
E02000039,59.55649419218585,22.10489264343541,12.460401267159451
E02000040,50.37928328537797,36.25425058854303,5.1530211875490455
E02000041,61.027104136947216,23.39514978601997,10.413694721825962
E02000042,34.95852721019624,40.46125834513453,20.028322880841596
E02000043,74.0072202166065,11.227436823104693,11.010830324909747
E02000044,68.96984924623115,19.597989949748744,7.85175879396985
E02000045,46.16635687732342,42.146840148698885,9.316914498141264
E02000046,39.10614525139665,26.256983240223462,29.247453171212616
E02000047,55.63944177533745,36.83367650423244,3.8435140700068633
E02000048,55.772475295251866,31.525668835864064,7.881417208966016
E02000049,32.795698924731184,62.74961597542242,1.7921146953405016
E02000050,47.39359158297465,37.11142993782879,11.979913916786227
E02000051,33.52188883423512,45.30250860796852,14.485981308411214
E02000052,37.09825528007346,41.643709825528006,17.424242424242426
E02000054,41.60280970625798,37.29246487867178,15.932311621966793
E02000055,31.210986267166042,44.77736163129421,17.769454848106534
E02000056,58.78986099754702,29.87189970019079,5.151267375306623
E02000057,49.67025338424158,32.280458174245055,11.940298507462686
E02000058,55.99354541263255,24.665744582757032,13.785154449054865
E02000059,39.96184015263939,43.69302522789909,10.387958448166208
E02000060,48.25933400605449,25.731584258324926,19.22300706357215
E02000061,35.20979932238728,36.538962731300494,21.37086265311441
E02000062,45.86080586080586,33.07692307692307,16.84981684981685
E02000063,55.04159733777038,24.49251247920133,14.775374376039935
E02000064,26.481544192346767,56.28174737555028,10.734845919403996
E02006953,6.578637113888234,82.29191228483849,2.0278236265031833
E02006954,28.516228748068006,62.82843894899537,4.507985574446162
E02000065,64.46648426812585,28.932968536251707,1.5047879616963065
E02000066,49.80184940554822,43.064729194187585,0.8190224570673712
E02000067,49.32320113987176,39.58679648539539,5.628116836855853
E02000068,46.455331412103746,42.363112391930834,3.2853025936599423
E02000069,62.74845784784099,28.44413982179575,5.174777244688142
E02000070,78.97796817625459,14.106487148102815,2.998776009791922
E02000071,83.77177997950119,9.600273317389819,3.4506320464639564
E02000072,65.20497654497247,28.839486028961858,1.5704670609830718
E02000073,91.95175978341126,3.618016244154566,1.7228648781688407
E02000074,62.094763092269325,32.612912164034356,2.3275145469659186
E02000075,86.60907127429806,7.837087318728788,2.6535020055538414
E02000077,85.68581866489538,9.00033211557622,2.8229823978744606
E02000078,85.74638844301765,8.314606741573034,2.9213483146067416
E02000079,63.17717874901858,23.78958387856582,6.909186076943209
E02000080,78.14235234729935,13.099444724886421,5.022715800100959
E02000081,74.87392465143874,18.837140314446753,3.5597745476119846
E02000082,90.84726551431001,4.930575233777274,1.8418815528478323
E02000083,71.70826161790018,20.86919104991394,3.0120481927710845
E02000084,85.31177829099306,9.399538106235566,2.2863741339491916
E02000085,84.44653496393853,8.090310442144872,3.794292881781123
E02000086,87.92742498255409,6.454989532449407,2.8960223307745987
E02000087,75.9779773978557,15.415821501014198,4.752245725876557
E02000088,93.70491803278689,3.0491803278688523,1.0163934426229508
E02000089,92.0656176765986,3.5487110813525278,1.6739203213927016
E02000090,49.13190529875987,38.80496054114994,6.629086809470124
E02000091,53.48295574846495,36.60808807961042,4.08638577175524
E02000092,60.939167556029886,32.19494841693348,3.4863038064745644
E02006785,76.43122676579925,17.472118959107807,1.7100371747211895
E02000093,66.9994879672299,23.758320532514084,4.992319508448541
E02000094,51.27095727420227,35.83017847485127,6.598161168199026
E02000095,67.17948717948717,22.021116138763198,6.787330316742081
E02000096,74.73076923076924,16.192307692307693,5.0
E02000097,71.83908045977012,15.613026819923373,9.610472541507024
E02000098,63.758389261744966,27.986577181208055,4.731543624161074
E02000099,58.627581612258496,33.37774816788808,5.19653564290473
E02000100,76.7071320182094,17.185128983308044,3.414264036418816
E02000101,38.73642081189251,50.82904516866781,7.232704402515723
E02000102,56.900811860218845,23.72043769855277,14.119308153900459
E02000103,46.49610678531702,41.15684093437152,8.620689655172415
E02000104,55.52037989711119,32.686980609418285,7.281361297981796
E02000105,50.74074074074074,36.26543209876543,8.82716049382716
E02000106,45.86406743940991,29.63645943097998,19.020021074815595
E02000107,24.10125505211657,33.801318868325886,34.90746649649011
E02000108,56.1864406779661,31.016949152542374,9.02542372881356
E02000110,46.82564261381232,22.948281201610406,26.045215236915453
E02000111,49.22109047333733,36.45895745955662,9.976033553025763
E02000112,47.325642370215,31.253277399056106,13.083377031987414
E02000113,44.17760402122312,41.97151633621893,5.696732756213349
E02000114,22.487916560671582,34.82574408547443,37.038921394047314
E02000115,9.43577430972389,50.51620648259304,33.13325330132052
E02000116,21.698662012798138,44.29901105293775,28.15590459569517
E02000117,27.288629737609327,43.051506316812436,22.157434402332363
E02000118,55.58216102963185,29.482190960790184,9.368452559114038
E02000119,23.30275229357798,59.862385321100916,7.477064220183487
E02000120,15.138501181017821,32.93966072578913,42.9675756925059
E02000121,42.11770888071466,45.664739884393065,7.514450867052023
E02000122,42.11948363854698,29.210447313119182,23.53647553287301
E02000123,19.78218465539662,33.28998699609883,36.96358907672302
E02000124,27.74972557628979,28.80351262349067,34.79692645444567
E02000125,42.72705487658759,13.275820752456266,38.43757488617302
E02000126,4.856687898089172,72.37261146496814,13.136942675159236
E02006955,5.902192242833052,56.058781016622504,3.372681281618887
E02006956,49.93556701030928,27.480670103092784,3.2538659793814437
E02000127,71.85279187817258,20.939086294416242,3.2994923857868024
E02000128,76.1259842519685,15.653543307086615,4.724409448818897
E02000130,52.67693914860276,20.50143640637242,22.512405327761815
E02000131,13.006317354143441,49.86993682645856,31.308063916759572
E02000132,24.777419965902634,61.09111574161773,7.766622466376208
E02000133,74.44836716681377,14.739629302736098,6.310679611650485
E02000134,38.524155016811186,35.56892585383118,19.69562909219607
E02000135,25.22503663387063,48.77538203893657,19.02867908729328
E02000136,78.782826177574,14.506044185077116,2.334305960817007
E02000137,45.06061387670879,40.778952798555586,8.924426102656694
E02000138,36.9888051176605,50.33127713045465,7.242403472698195
E02000139,58.65744742149237,20.65687121866897,15.96081820800922
E02000140,72.75862068965517,20.862068965517242,2.413793103448276
E02000141,46.484848484848484,27.21212121212121,20.0
E02000142,65.17165005537099,22.093023255813954,8.305647840531561
E02000144,50.0542181739319,34.04901322923444,9.390587725005421
E02000145,67.51644736842105,25.548245614035086,3.262061403508772
E02000146,65.32010394519253,24.332624616111506,5.811481218993621
E02000147,70.81818181818181,23.0,2.1212121212121215
E02000148,80.50757842791681,8.84737398660557,5.74550581600282
E02000149,81.7276720351391,12.210834553440703,2.225475841874085
E02000150,83.73176032288109,10.835144365104005,2.173238124805961
