MSOA21CD,%_not deprived,%_deprived-1,%_deprived-2,%_deprived-3,%_deprived-4
E02000466,40.836012861736336,34.66822566501023,15.98947676118094,4.53083893598363,0.2630809704764689
E02000467,29.80684811237928,35.2721685689201,20.807726075504828,7.550482879719052,0.7243195785776997
E02000468,43.403093721565064,34.849863512283896,14.558689717925386,2.9723991507431,0.21231422505307856
E02000469,36.64772727272727,34.83664772727273,18.678977272727273,5.255681818181818,0.4261363636363636
E02000470,50.31170630339413,31.77095359039483,10.82890787347033,2.262756869083353,0.20780420226275687
E02000471,48.63531732982572,34.62676751068727,11.6737915159487,1.7757316672147319,0.0
E02000472,45.99455040871935,33.56948228882834,13.896457765667575,2.588555858310627,0.08174386920980926
E02000473,51.00238663484487,31.38424821002387,11.551312649164677,1.9570405727923628,0.16706443914081145
E02000474,42.32209737827715,33.68111289459604,15.008025682182986,3.2370251471375067,0.2140181915462814
E02000475,50.83667216592034,29.436719302380393,10.77068112184775,2.2154136224369547,0.023568230025925053
E02000476,42.03739522888459,29.42187835804857,14.893617021276595,3.653556845046207,0.2364066193853428
E02000477,51.91809227579056,31.77812337998963,10.88646967340591,1.6329704510108864,0.10368066355624676
E02000478,50.49019607843137,31.862745098039213,11.98752228163993,1.4260249554367201,0.044563279857397504
E02000479,45.605064523983444,29.047966885804723,13.6109082055028,3.7253469685902116,0.2678354029705381
E02000480,44.13145539906103,31.981220657276992,14.159624413145542,3.6619718309859155,0.18779342723004694
E02000481,46.88514909949808,34.1895482728078,12.75465013286094,1.8600531443755535,0.14762326542663123
E02000482,55.6469708302169,31.189229618548993,8.7509349289454,0.7853403141361256,0.0
E02000483,42.30978260869565,35.108695652173914,14.51086956521739,2.2010869565217392,0.24456521739130438
E02000484,48.87440758293839,32.790284360189574,12.203791469194313,2.4585308056872037,0.02962085308056872
E02000485,50.527777777777786,32.55555555555556,11.583333333333332,1.3055555555555556,0.0
E02000486,45.61516222293607,34.17924831352393,13.652425313202698,2.441374879537424,0.16061676839061997
E02000487,56.154097290238326,30.78681031668299,8.096637283708782,1.0120796604635978,0.0652954619653934
E02000488,51.52292401410708,32.31805065726194,11.317730041680026,1.4427701186277653,0.032061558191728116
E02000489,44.213302080281274,33.60679753882215,14.679167887489012,2.8713741576325815,0.17579841781423966
E02000490,41.68904804535959,35.4222620113399,15.84601611459266,3.1930766935243207,0.11936735302894659
E02000491,40.205201622524456,32.7606776425674,16.034359341445956,4.557384872345502,0.3101884991648771
E02000492,43.21972443799855,34.735315445975345,13.886874546773024,3.154459753444525,0.0725163161711385
E02000493,38.38612368024133,34.76621417797888,17.194570135746606,3.657616892911011,0.1508295625942685
E02000494,54.644326866549086,28.777189888300995,8.55379188712522,2.3221634332745444,0.23515579071134626
E02000495,48.11851211072664,31.0121107266436,11.094290657439448,2.7465397923875434,0.1513840830449827
E02000496,46.63432383262583,31.625227410551847,14.766525166767739,3.0927835051546393,0.18192844147968465
E02000497,49.57131722525332,30.345544297220055,12.782540919719407,3.065731358794492,0.23382696804364772
E02000498,49.726177437020816,31.58086893026652,11.829134720700987,3.0668127053669223,0.14603870025556773
E02000499,53.80228136882129,30.83016476552598,9.537389100126743,1.2040557667934093,0.12674271229404308
E02000500,53.40811044003452,31.00373885533506,9.433419614610296,1.1216566005176878,0.08628127696289906
E02000501,53.984122316965596,31.226109967656573,9.261981770067628,1.675977653631285,0.08820935019112026
E02000502,53.99620698997561,30.452451910051476,9.536710918450284,1.5442969384990517,0.0541858574911948
E02000503,54.154213986849975,31.380753138075313,10.071727435744172,1.5839808726838016,0.059772863120143446
E02000504,58.844765342960294,28.06038726616344,8.17197243190023,0.7876599934361668,0.0
E02000506,54.243304291707005,28.751210067763793,8.647950951919976,1.9038399483704422,0.0
E02000507,48.41160220994475,31.66436464088398,12.741712707182321,2.866022099447514,0.2762430939226519
E02000508,48.504912430585215,28.107646304997864,12.238359675352413,3.460059803502777,0.3630926954293037
E02000509,38.27776319243896,32.081911262798634,14.43948542924652,4.226831189288527,0.2887897085849304
E02000510,44.9093036863663,33.55763604447045,13.838502047981274,3.013458162668227,0.08777062609713282
E02000511,42.00356718192628,36.83115338882283,14.655172413793101,3.2104637336504163,0.267538644470868
E02000512,37.10865561694291,33.97790055248619,18.38551258440761,5.3406998158379375,0.46040515653775327
E02000513,32.42617255356109,38.332368268674,19.310943833236827,5.645628257093225,0.4921829762594094
E02000514,38.15431164901664,38.3661119515885,16.036308623298034,3.3282904689863844,0.2420574886535552
E02000515,37.31833910034602,33.806228373702425,16.124567474048444,4.72318339100346,0.5017301038062283
E02000516,38.20722563053852,36.434901158827536,16.939331970006815,4.192229038854806,0.23858214042263123
E02000517,35.67708333333333,35.50347222222222,18.778935185185187,5.439814814814815,0.6944444444444444
E02000518,36.13662456946039,37.1699196326062,16.905855338691158,5.05166475315729,0.2583237657864524
E02000519,30.094936708860757,36.708860759493675,22.246835443037973,5.949367088607595,0.7278481012658228
E02000520,34.2373572593801,33.258564437194124,18.3115823817292,4.771615008156607,0.26508972267536707
E02000521,40.31732232123451,32.992827646163875,16.322538578569876,4.7163660073896985,0.21734405564007822
E02000522,39.502837071061876,33.47743853012699,15.99567684409619,4.674412320994326,0.5944339367738449
E02000523,35.926019761844444,37.19280466176843,16.08816822903471,3.749683303775019,0.2786926779832784
E02000524,33.04794520547945,35.61643835616438,16.43835616438356,5.034246575342466,0.2397260273972603
E02000525,29.431721798134014,38.08312128922816,19.93214588634436,5.8241447554424655,0.5937234944868532
E02006796,47.28246318607764,32.04819277108434,13.601070950468541,2.597054886211513,0.2677376171352075
E02000526,60.86622245002563,24.218349564325987,6.381342901076372,1.1788826242952333,0.0768836494105587
E02000529,35.59375994906081,37.21744667303407,18.529130850047757,4.871060171919771,0.4138809296402419
E02000530,29.493087557603687,36.78955453149001,22.38863287250384,7.334869431643626,0.65284178187404
E02000531,48.078725398313026,28.45360824742268,11.658856607310215,3.7300843486410495,0.5998125585754452
E02000532,53.95222851514405,26.914553065747356,9.948288598867274,2.856439300664861,0.36936715094804234
E02000533,55.915349311575724,26.007139214686386,9.077001529831719,2.6772055073941865,0.38245792962774094
E02000534,51.371173469387756,31.69642857142857,11.001275510204081,1.4987244897959182,0.06377551020408163
E02000535,36.02704443013523,38.47392144236961,17.900837089504186,4.153251770766259,0.22537025112685125
E02000536,38.624181060154854,36.390708755211435,17.421083978558666,3.9309112567004165,0.2680166765932102
E02000537,45.984058859595336,36.23543838136113,12.262415695892091,1.9926425505824648,0.33721643163703247
