msoa21cd,price,Log10-price
E02000001,12352.38726848781,4.091750899080614
E02000002,4365.344090554877,3.640018481887995
E02000003,4331.94981880017,3.636683417125857
E02000004,4696.123759802489,3.6717395336167016
E02000005,4572.280104343192,3.660132828032162
E02000007,4092.1905447861786,3.6119558475774047
E02000008,4442.111814746133,3.6475894862061664
E02000009,4476.142056802638,3.6509038610347107
E02000010,4514.31992216485,3.6545923335426918
E02000011,4542.538633687054,3.657298629612599
E02000012,4599.9509068846455,3.6627531966852978
E02000013,4434.9659366696915,3.6468902885255354
E02000014,4640.223650765626,3.666538913303284
E02000015,4094.034208794043,3.612151467204947
E02000016,4300.879230941431,3.6335572476989175
E02000017,4396.268968272284,3.6430842551488745
E02000018,4514.740751795388,3.6546328170421596
E02000019,4261.667196200527,3.629579531605997
E02000020,4394.922173447285,3.6429511888656143
E02000021,4551.89272457125,3.6581920183967394
E02000022,5048.830370544291,3.7031907796132666
E02000023,4197.52525292625,3.62299331759711
E02000024,6434.027305379927,3.8084828996729865
E02000025,6137.3852267458415,3.7879833836064596
E02000026,6396.911328504473,3.8059703307381803
E02000027,6086.105959647879,3.784339509193655
E02000028,6332.805336601845,3.801596138502767
E02000029,6081.337103270404,3.7839990780767696
E02000030,7271.716811914786,3.8616369574777303
E02000031,6470.65962543647,3.810948555334092
E02000032,6706.119925590981,3.826471315653597
E02000033,6249.780130029038,3.7958647389449127
E02000034,6297.213825087726,3.7991484402417273
E02000035,6670.753215496494,3.824174874226174
E02000036,5725.350114730791,3.757802049657581
E02000037,5628.95530865788,3.7504278005734513
E02000038,5962.670869501875,3.7754408376026376
E02000039,7178.255898091477,3.856018936464218
E02000040,6841.6621796968475,3.8351616262483996
E02000041,5801.879949131931,3.763568738260345
E02000042,6302.903543181052,3.799540660927813
E02000043,6703.426569791149,3.8262968564237045
E02000044,6294.865044117853,3.7989864236856303
E02000045,6630.018926914243,3.8215147682000494
E02000046,7070.118485990987,3.8494266920685942
E02000047,5618.929183436351,3.749653558623352
E02000048,6767.484929786421,3.830427297332402
E02000049,4733.09940238172,3.675145625417191
E02000050,6732.149954941575,3.828153781082507
E02000051,7074.813639785534,3.849715004439614
E02000052,8008.220733515089,3.9035360352537802
E02000054,6295.19042197827,3.799008871531031
E02000055,5946.004631094716,3.7742252431228875
E02000056,9529.318687817291,3.9790618512470677
E02000057,7069.126872868277,3.849365776213872
E02000058,9028.377853409198,3.9556097267699917
E02000059,5956.464044270377,3.7749885245427826
E02000060,6811.863319924109,3.8332659252567605
E02000061,8709.895754693558,3.940012957139434
E02000062,6479.224099026886,3.8115230012893075
E02000063,6845.314937903356,3.8353934338647706
E02000064,8079.664938745727,3.907393351087578
E02000065,4292.7625735916845,3.6327368689521964
E02000066,5258.093004252347,3.720828263565013
E02000067,4134.460152074111,3.6164188105557478
E02000068,3863.155648317933,3.5869422064217598
E02000069,4162.759997433246,3.6193813725021866
E02000070,4736.096487081292,3.6754205415569516
E02000071,4334.38650536621,3.6369276355632825
E02000072,4125.419617886437,3.6154681294833013
E02000073,4936.89918815822,3.693454258985055
E02000074,4397.471529045462,3.643203036345877
E02000075,5141.011653869323,3.711048588345813
E02000077,4967.11897637491,3.6961045626858344
E02000078,5050.636081121761,3.703346076955323
E02000079,4943.9547823416415,3.694074490019814
E02000080,5127.443236879676,3.7099008612302846
E02000081,4672.53477446876,3.669552542218595
E02000082,5162.875032063095,3.712891613030518
E02000083,4406.233472512636,3.6440675053289437
E02000084,5039.134040898079,3.702355910736825
E02000085,5223.588206237086,3.717968932660583
E02000086,5430.372032593733,3.7348295839475605
E02000087,5536.627331005187,3.7432452922432176
E02000088,5344.415890218536,3.7279002465855906
E02000089,5508.1459757768425,3.7410054413224145
E02000090,4840.824797712101,3.684919364656223
E02000091,4945.199006916538,3.6941837733582052
E02000092,5160.606196653524,3.712700719533885
E02000093,6166.700304013751,3.790052842625143
E02000094,6027.134180428605,3.780110860153999
E02000095,5545.35719000377,3.743929525354703
E02000096,5252.862470085721,3.720396030297728
E02000097,5867.071001791719,3.768421343968806
E02000098,6136.64030187643,3.7879306679330464
E02000099,5486.056251659554,3.7392602563600335
E02000100,5552.304230809585,3.7444732546625654
E02000101,5519.309488285208,3.74188474726077
E02000102,5523.998789540356,3.7422535747407717
E02000103,5858.509614969753,3.7677871470217243
E02000104,5143.607310147986,3.711267804872282
E02000105,5375.088365444471,3.730385608366149
E02000106,6042.844575811299,3.7812414241780345
E02000107,6806.953588596892,3.832952789493245
E02000108,5752.427402836455,3.759851146463414
E02000110,7749.272894948368,3.8892609550836332
E02000111,5571.343163388191,3.745959909379558
E02000112,5714.874081635096,3.75700666583305
E02000113,4834.382948845563,3.684341049460791
E02000114,7379.957339800882,3.868053851370112
E02000115,7906.491746335644,3.897983821906602
E02000116,6575.822636559397,3.8179500908759207
E02000117,6169.515235486015,3.7902510410471217
E02000118,5924.863269578355,3.7726783324116258
E02000119,5910.989548684581,3.7716601914665278
E02000120,9309.332057091833,3.9689185215478595
